0x0084	0x0140	O	  7	  0	-64	  0	  0	  0	-64	-64	-64
0x0024	0x0140	O	  7	  5	-64	  7	  7	-64	-64	  9	-64
0x0104	0x00c0	O	 -8	 -8	-64	 -8	 -8	 -6	-64	-64	-64
0x0014	0x00c0	O	  7	  0	-64	  7	-64	  5	-64	-64	  9
0x000c	0x00c0	O	  0	  7	-64	-64	  7	  5	-64	-64	  9
0x0004	0x0040	O	  5	  3	-64	  3	  0	  3	-64	  3	  5
0x0006	0x00c0	O	  7	-64	-64	 -8	 -8	 -8	-64	-64	  9
0x0081	0x0140	O	-64	  0	  7	 -6	  0	  0	-64	-64	-64
0x0021	0x0140	O	-64	  0	  7	  5	  7	-64	-64	  9	-64
0x0009	0x0140	O	-64	  5	  7	-64	  7	  7	-64	  9	-64
0x0009	0x00c0	O	-64	  7	  7	-64	  7	  5	-64	-64	  9
0x0100	0x00a0	X	 -6	  0	 -4	  0	  0	-64	 -4	-64	-64
0x0140	0x00a0	O	  0	 -6	 -6	 -6	  7	-64	-64	-64	-64
0x0040	0x00a0	X	  5	  0	 -4	  0	  0	-64	-64	-64	  0
0x0050	0x01a0	X	 -8	 -8	  9	  7	-64	-64	-64	-64	-64
0x0050	0x00a0	O	 -8	 -8	  0	 -6	-64	-64	-64	-64	 -8
0x0010	0x00a0	X	 -6	 -6	  0	 -4	-64	-64	  0	-64	  0
0x0110	0x00e0	X	  9	  0	  0	  0	-64	-64	-64	-64	-64
0x0110	0x0060	O	  0	 -8	 -8	 -8	-64	-64	-64	 -8	-64
0x0090	0x0160	X	 -8	  9	  7	  7	-64	-64	-64	-64	-64
0x0010	0x0060	X	 -6	  0	  0	 -4	-64	-64	-64	  0	  0
0x0010	0x0020	O	  0	  0	  0	 -4	-64	-64	  0	  0	  0
0x0048	0x01a0	X	  9	 -6	  7	-64	  7	-64	-64	-64	-64
0x0018	0x01a0	X	 -8	 -8	 -8	-64	-64	-64	 -8	-64	-64
0x0008	0x00a0	X	 -4	 -6	  0	-64	 -4	-64	 -4	-64	  0
0x0108	0x00e0	X	 -6	  0	  0	-64	  0	-64	-64	-64	-64
0x0018	0x00e0	X	 -8	 -8	 -8	-64	-64	-64	-64	-64	  0
0x0008	0x0060	X	 -6	 -6	  0	-64	 -4	-64	-64	 -4	  0
0x0084	0x0120	O	 -6	  0	-64	 -6	  7	-64	  0	-64	-64
0x000c	0x0120	O	  0	 -6	-64	-64	 -6	-64	  0	 -6	-64
0x0044	0x01a0	X	  7	  7	-64	  7	  9	-64	-64	-64	-64
0x0014	0x00a0	O	 -8	 -8	-64	 -8	-64	-64	  0	-64	 -8
0x004c	0x01a0	O	 -8	 -8	-64	-64	 -8	-64	-64	-64	-64
0x001c	0x01a0	O	 -8	 -8	-64	-64	-64	-64	  9	-64	-64
0x000c	0x01a0	X	 -8	 -8	-64	-64	 -8	-64	  7	-64	-64
0x000c	0x00a0	O	  0	  0	-64	-64	  0	-64	  0	-64	 -6
0x0084	0x0160	X	  0	  7	-64	  0	  0	-64	-64	-64	-64
0x0014	0x00e0	X	 -8	 -8	-64	 -8	-64	-64	-64	-64	  0
0x0014	0x0060	O	  0	  0	-64	 -6	-64	-64	-64	  0	  0
0x008c	0x0160	O	  0	  0	-64	-64	  0	-64	-64	-64	-64
0x000c	0x0160	X	 -8	 -8	-64	-64	 -8	-64	-64	  0	-64
0x001c	0x00e0	O	  0	  0	-64	-64	-64	-64	-64	-64	  9
0x0004	0x0060	X	  0	 -4	-64	  0	  0	-64	-64	 -6	 -6
0x0004	0x0020	O	  0	  0	-64	 -4	  0	-64	  0	 -4	 -4
0x0082	0x0120	O	 -8	-64	  9	  7	  7	-64	  7	-64	-64
0x0006	0x0120	O	 -6	-64	-64	 -8	 -8	-64	 -8	 -8	-64
0x0002	0x0120	X	 -8	-64	  5	 -6	 -8	-64	 -6	 -8	-64
0x0102	0x00a0	O	  0	-64	  0	  0	  0	-64	 -6	-64	-64
0x0052	0x01a0	O	 -8	-64	  9	  7	-64	-64	-64	-64	-64
0x0012	0x01a0	X	 -8	-64	 -8	 -8	-64	-64	 -8	-64	-64
0x004a	0x01a0	O	  7	-64	  9	-64	 -8	-64	-64	-64	-64
0x000a	0x01a0	X	 -8	-64	 -8	-64	 -8	-64	 -8	-64	-64
0x000a	0x00a0	O	  0	-64	  0	-64	 -6	-64	  0	-64	  7
0x0046	0x01a0	O	 -8	-64	-64	 -8	 -8	-64	-64	-64	-64
0x0016	0x01a0	O	 -8	-64	-64	 -8	-64	-64	  9	-64	-64
0x0006	0x00a0	O	  5	-64	-64	 -8	 -8	-64	 -8	-64	 -8
0x0002	0x00a0	X	 -4	-64	 -4	 -6	 -6	-64	  0	-64	  0
0x0082	0x0060	O	 -8	-64	 -8	 -8	  7	-64	-64	-64	  5
0x0112	0x00e0	O	  0	-64	 -8	 -8	-64	-64	-64	-64	-64
0x0012	0x00e0	X	 -8	-64	 -8	 -8	-64	-64	-64	-64	  0
0x0012	0x0060	O	 -8	-64	 -8	 -8	-64	-64	-64	  0	 -8
0x000a	0x0160	X	 -8	-64	 -8	-64	 -8	-64	-64	 -8	-64
0x000a	0x0060	O	  0	-64	  7	-64	  5	-64	-64	  5	  7
0x0086	0x0160	O	 -8	-64	-64	 -8	 -8	-64	-64	-64	-64
0x0006	0x0160	X	  9	-64	-64	 -6	  7	-64	-64	  7	-64
0x0016	0x00e0	O	  7	-64	-64	 -8	-64	-64	-64	-64	  9
0x0006	0x0060	O	  5	-64	-64	 -8	 -8	-64	-64	 -8	 -8
0x0002	0x0060	X	 -6	-64	 -4	 -6	  0	-64	-64	 -4	 -6
0x0002	0x0020	O	  0	-64	  5	  3	  5	-64	  3	  3	  3
0x0011	0x0120	O	-64	  0	  9	  7	-64	-64	  7	  7	-64
0x0005	0x0120	O	-64	 -6	-64	 -8	 -8	-64	 -8	 -8	-64
0x0003	0x0120	O	-64	-64	  9	 -8	 -8	-64	 -8	 -8	-64
0x0001	0x0120	X	-64	 -8	  5	 -8	  0	-64	 -8	  0	-64
0x0015	0x01a0	O	-64	 -8	-64	 -8	-64	-64	  9	-64	-64
0x0005	0x01a0	X	-64	  9	-64	  7	  7	-64	  7	-64	-64
0x0013	0x01a0	O	-64	-64	  9	 -8	-64	-64	  9	-64	-64
0x000b	0x01a0	O	-64	-64	  9	-64	 -8	-64	  9	-64	-64
0x0003	0x01a0	X	-64	-64	  9	 -8	 -8	-64	 -8	-64	-64
0x0003	0x00a0	O	-64	-64	  5	 -8	 -8	-64	 -8	-64	 -8
0x0001	0x00a0	X	-64	 -4	  5	 -4	 -6	-64	  5	-64	 -4
0x0101	0x00e0	X	-64	  7	  7	 -6	  9	-64	-64	-64	-64
0x0081	0x0160	X	-64	 -8	  0	 -8	 -8	-64	-64	-64	-64
0x0081	0x0060	O	-64	  0	  7	  0	  7	-64	-64	-64	  0
0x0091	0x0160	O	-64	  0	  9	 -8	-64	-64	-64	-64	-64
0x0019	0x0160	O	-64	  7	  9	-64	-64	-64	-64	  9	-64
0x0009	0x00e0	X	-64	 -8	 -8	-64	 -8	-64	-64	-64	 -6
0x0009	0x0060	O	-64	  5	  7	-64	  0	-64	-64	  5	  7
0x0085	0x0160	O	-64	  0	-64	 -8	 -8	-64	-64	-64	-64
0x0005	0x0160	X	-64	  9	-64	  0	  0	-64	-64	  0	-64
0x0015	0x00e0	O	-64	 -8	-64	 -8	-64	-64	-64	-64	  9
0x000d	0x00e0	O	-64	  7	-64	-64	 -8	-64	-64	-64	  9
0x0005	0x00e0	X	-64	  9	-64	 -6	  7	-64	-64	-64	  7
0x0083	0x0160	O	-64	-64	  9	 -8	 -8	-64	-64	-64	-64
0x0013	0x0160	O	-64	-64	  9	 -8	-64	-64	-64	  9	-64
0x000b	0x0160	O	-64	-64	  9	-64	 -8	-64	-64	  9	-64
0x0003	0x0160	X	-64	-64	  9	 -8	 -8	-64	-64	 -8	-64
0x0103	0x00e0	O	-64	-64	 -8	 -8	 -8	-64	-64	-64	-64
0x000b	0x00e0	O	-64	-64	  7	-64	 -8	-64	-64	-64	  9
0x0003	0x0060	O	-64	-64	  7	 -8	 -8	-64	-64	 -8	 -8
0x0001	0x0060	X	-64	 -6	  0	 -4	 -4	-64	-64	 -4	 -4
0x0100	0x0030	X	 -8	 -8	 -8	  0	-64	-64	 -8	 -8	-64
0x0180	0x0050	O	  7	  5	  9	  7	-64	  7	-64	-64	-64
0x0180	0x0070	X	 -8	 -8	 -8	 -8	-64	-64	-64	-64	-64
0x0040	0x0090	X	 -8	  0	 -4	 -6	-64	 -6	-64	-64	 -8
0x0140	0x00b0	X	 -8	 -8	 -8	 -8	-64	-64	-64	-64	-64
0x00c0	0x0130	X	 -8	 -8	 -8	 -8	-64	-64	-64	-64	-64
0x0018	0x00a0	O	  0	 -6	  0	-64	-64	-64	  0	-64	  7
0x0120	0x0050	O	 -8	 -8	  9	  7	-64	-64	-64	  7	-64
0x0088	0x0110	O	  9	  5	  7	-64	-64	  7	  7	-64	-64
0x0008	0x0110	X	 -6	 -8	 -8	-64	-64	 -8	 -8	 -8	-64
0x0048	0x0090	O	  7	  9	 -8	-64	-64	 -8	-64	-64	 -8
0x0068	0x0190	O	  9	  9	 -8	-64	-64	-64	-64	-64	-64
0x0028	0x0090	O	  7	  9	  7	-64	-64	-64	  7	-64	  7
0x0088	0x0150	X	 -8	 -8	 -8	-64	-64	 -8	-64	-64	-64
0x0088	0x0050	O	  7	  5	  9	-64	-64	  7	-64	-64	  7
0x00a8	0x0150	O	  9	  7	  9	-64	-64	-64	-64	-64	-64
0x0028	0x0150	X	 -8	 -8	 -8	-64	-64	-64	-64	 -8	-64
0x0028	0x00d0	X	 -8	 -8	 -8	-64	-64	-64	-64	-64	 -8
0x0000	0x0100	X	 -4	 -4	 -4	 -4	  0	 -2	 -4	 -2	-64
0x0108	0x00b0	X	 -8	  0	 -8	-64	-64	-64	 -8	-64	-64
0x0043	0x01a0	O	-64	-64	  9	 -8	 -8	-64	-64	-64	-64
0x0108	0x0030	O	  0	  0	 -6	-64	-64	-64	  0	  0	-64
0x0088	0x0030	O	  0	 -6	  7	-64	-64	-64	  5	-64	  7
0x0048	0x0130	X	  9	 -8	 -8	-64	-64	-64	-64	 -8	-64
0x0048	0x0030	O	  0	 -8	 -8	-64	-64	-64	-64	 -8	 -8
0x0008	0x0030	X	  0	 -4	  0	-64	-64	-64	  0	 -4	  0
0x0008	0x0010	O	  5	  5	  5	-64	-64	  0	  5	  5	  5
0x0044	0x0110	O	  9	  7	-64	  7	-64	  7	-64	  7	-64
0x000c	0x0110	O	  9	  7	-64	-64	-64	 -6	  7	  7	-64
0x0004	0x0110	X	  0	 -8	-64	 -8	-64	 -8	 -8	 -8	-64
0x0024	0x0190	X	 -8	 -8	-64	 -8	-64	-64	 -8	-64	-64
0x000c	0x0190	X	 -8	 -8	-64	-64	-64	 -8	 -8	-64	-64
0x000c	0x0090	O	  7	  9	-64	-64	-64	  7	  7	-64	  7
0x0004	0x0090	X	 -8	  0	-64	 -6	-64	 -8	 -4	-64	 -8
0x0104	0x00d0	X	 -8	  7	-64	 -8	-64	  9	-64	-64	-64
0x0104	0x0050	O	 -8	 -8	-64	 -8	-64	  0	-64	 -6	-64
0x0084	0x0150	X	  0	 -8	-64	 -8	-64	 -8	-64	-64	-64
0x00a4	0x0150	O	  9	  0	-64	  0	-64	-64	-64	-64	-64
0x0003	0x00c0	O	-64	-64	  7	 -8	 -8	 -8	-64	-64	  9
0x0024	0x0150	X	 -8	 -8	-64	 -8	-64	-64	-64	 -8	-64
0x0024	0x00d0	X	 -8	 -8	-64	 -8	-64	-64	-64	-64	  9
0x008c	0x0150	O	  9	  0	-64	-64	-64	  0	-64	-64	-64
0x002c	0x0150	O	  9	  7	-64	-64	-64	-64	-64	  9	-64
0x0004	0x0050	X	  0	 -6	-64	 -6	-64	 -6	-64	 -6	  0
0x0104	0x0070	X	 -8	 -8	-64	  0	-64	-64	-64	 -8	-64
0x0184	0x0070	O	  0	  0	-64	  9	-64	-64	-64	-64	-64
0x00c4	0x0130	O	  9	  7	-64	  9	-64	-64	-64	-64	-64
0x0044	0x0130	X	 -8	 -8	-64	 -8	-64	-64	-64	 -8	-64
0x0044	0x0030	O	  7	  7	-64	  9	-64	-64	-64	  7	  7
0x004c	0x0130	O	  9	 -8	-64	-64	-64	-64	-64	 -8	-64
0x000c	0x0130	X	  7	 -8	-64	-64	-64	-64	 -8	 -8	-64
0x0004	0x0100	O	  5	  3	-64	  3	  0	  3	  5	  5	-64
0x010c	0x00b0	O	  0	  9	-64	-64	-64	-64	  7	-64	-64
0x004c	0x01b0	X	  9	 -8	-64	-64	-64	-64	-64	-64	-64
0x008c	0x0170	X	  0	 -8	-64	-64	-64	-64	-64	-64	-64
0x000c	0x0030	O	  0	  0	-64	-64	-64	-64	  0	  0	 -6
0x0004	0x0030	X	 -8	 -8	-64	  0	-64	-64	 -4	 -6	 -6
0x0082	0x0110	O	  9	-64	  7	  7	-64	  7	  7	-64	-64
0x0042	0x0110	O	  9	-64	  7	  7	-64	  7	-64	 -6	-64
0x000a	0x0110	O	  9	-64	  7	-64	-64	  7	  7	  7	-64
0x0002	0x0110	X	 -6	-64	 -8	 -8	-64	 -8	 -8	 -8	-64
0x0042	0x0090	O	  0	-64	  0	  0	-64	  0	-64	-64	 -6
0x004a	0x0190	O	  9	-64	 -8	-64	-64	 -8	-64	-64	-64
0x000a	0x0190	X	 -8	-64	 -8	-64	-64	 -8	 -8	-64	-64
0x000a	0x0090	O	  0	-64	  0	-64	-64	 -6	  7	-64	  7
0x0046	0x0190	O	  9	-64	-64	 -8	-64	 -8	-64	-64	-64
0x000e	0x0190	O	  9	-64	-64	-64	-64	 -8	  9	-64	-64
0x0102	0x00d0	X	 -8	-64	  7	  0	-64	 -8	-64	-64	-64
0x0082	0x0050	O	  7	-64	  9	  7	-64	  7	-64	-64	  7
0x0122	0x00d0	O	 -8	-64	  9	  7	-64	-64	-64	-64	-64
0x008a	0x0150	O	  9	-64	  9	-64	-64	  7	-64	-64	-64
0x002a	0x00d0	O	  7	-64	  9	-64	-64	-64	-64	-64	  9
0x000a	0x00d0	X	 -8	-64	 -8	-64	-64	 -8	-64	-64	 -8
0x0086	0x0150	O	  9	-64	-64	 -8	-64	 -8	-64	-64	-64
0x0004	0x00c0	X	 -8	 -8	-64	 -8	 -8	 -8	-64	-64	  5
0x0026	0x0150	O	  9	-64	-64	 -8	-64	-64	-64	  9	-64
0x000e	0x0150	O	  9	-64	-64	-64	-64	 -8	-64	  9	-64
0x0006	0x0150	X	  9	-64	-64	 -8	-64	 -8	-64	 -8	-64
0x0106	0x00d0	O	 -8	-64	-64	 -8	-64	 -8	-64	-64	-64
0x0026	0x00d0	O	 -8	-64	-64	 -8	-64	-64	-64	-64	  9
0x000e	0x00d0	O	  0	-64	-64	-64	-64	 -8	-64	-64	  9
0x0102	0x0070	X	 -8	-64	 -8	 -8	-64	-64	-64	 -8	-64
0x0102	0x0030	O	  0	-64	  7	  9	-64	-64	  7	  7	-64
0x0082	0x0130	X	 -8	-64	 -8	 -8	-64	-64	 -8	-64	-64
0x0082	0x0030	O	  7	-64	  7	  9	-64	-64	  7	-64	  7
0x0142	0x00b0	O	  0	-64	  0	  9	-64	-64	-64	-64	-64
0x0042	0x00b0	X	 -8	-64	 -8	  0	-64	-64	-64	-64	 -8
0x008a	0x0130	O	  9	-64	  9	-64	-64	-64	  7	-64	-64
0x000a	0x0130	X	 -8	-64	 -8	-64	-64	-64	 -8	 -8	-64
0x0002	0x0100	O	  0	-64	  5	  3	  5	  3	  5	  3	-64
0x010a	0x00b0	O	  0	-64	  0	-64	-64	-64	  0	-64	-64
0x004a	0x00b0	O	  0	-64	 -8	-64	-64	-64	-64	-64	 -8
0x000a	0x0070	X	 -8	-64	  0	-64	-64	-64	-64	 -6	 -8
0x000a	0x0030	O	  0	-64	  7	-64	-64	-64	  5	 -6	  7
0x0086	0x0130	O	  9	-64	-64	  9	-64	-64	 -8	-64	-64
0x0046	0x0130	O	  9	-64	-64	  9	-64	-64	-64	 -8	-64
0x000e	0x0130	O	  9	-64	-64	-64	-64	-64	 -8	 -8	-64
0x000e	0x00b0	O	  0	-64	-64	-64	-64	-64	 -8	-64	 -8
0x0028	0x0140	O	 -8	 -8	 -8	-64	  7	-64	-64	  9	-64
0x0006	0x00b0	X	  9	-64	-64	  0	-64	-64	 -6	-64	  0
0x0106	0x0070	O	  0	-64	-64	  9	-64	-64	-64	 -8	-64
0x0086	0x0170	X	  9	-64	-64	 -8	-64	-64	-64	-64	-64
0x0086	0x0070	O	  7	-64	-64	  9	-64	-64	-64	-64	 -8
0x008e	0x0170	O	  9	-64	-64	-64	-64	-64	-64	-64	-64
0x000e	0x0170	X	  9	-64	-64	-64	-64	-64	-64	 -8	-64
0x000e	0x0070	O	  0	-64	-64	-64	-64	-64	-64	 -8	 -8
0x0006	0x0030	O	  7	-64	-64	  9	-64	-64	 -8	 -8	 -8
0x0024	0x00c0	O	 -8	 -8	-64	 -8	 -8	-64	-64	-64	  9
0x0002	0x0030	X	 -8	-64	 -8	 -6	-64	-64	 -8	 -8	 -8
0x0081	0x0110	O	-64	  0	  7	  5	-64	  7	  0	-64	-64
0x0041	0x0110	O	-64	 -8	 -8	  0	-64	 -8	-64	 -6	-64
0x0003	0x0110	O	-64	-64	  7	 -8	-64	 -8	 -8	 -8	-64
0x0020	0x0100	O	  0	  0	  0	  0	  5	-64	  5	  5	-64
0x0041	0x0190	X	-64	  7	 -8	  9	-64	 -8	-64	-64	-64
0x0041	0x0090	O	-64	  9	  0	  7	-64	  7	-64	-64	 -6
0x0021	0x0190	X	-64	 -8	 -8	 -8	-64	-64	 -8	-64	-64
0x0021	0x0090	O	-64	  9	  7	  0	-64	-64	  7	-64	  7
0x0029	0x0190	O	-64	  9	  7	-64	-64	-64	  9	-64	-64
0x0009	0x0190	X	-64	 -8	 -8	-64	-64	 -8	  9	-64	-64
0x0009	0x0090	O	-64	  9	  7	-64	-64	 -6	  7	-64	  7
0x0025	0x0190	O	-64	  9	-64	 -8	-64	-64	  9	-64	-64
0x000d	0x0190	O	-64	  9	-64	-64	-64	 -8	  9	-64	-64
0x0005	0x0090	O	-64	  9	-64	 -8	-64	 -8	 -8	-64	 -8
0x0003	0x0190	X	-64	-64	  9	  7	-64	  0	  7	-64	-64
0x0003	0x0090	O	-64	-64	  0	 -8	-64	 -8	 -8	-64	 -8
0x0001	0x0090	X	-64	  0	 -8	 -8	-64	 -8	 -8	-64	 -8
0x0081	0x0050	O	-64	  0	  9	  7	-64	  7	-64	-64	  7
0x00a1	0x0150	O	-64	  0	  9	  7	-64	-64	-64	-64	-64
0x0029	0x0150	O	-64	  7	  9	-64	-64	-64	-64	  9	-64
0x0009	0x0150	X	-64	 -8	 -8	-64	-64	 -8	-64	 -8	-64
0x0009	0x00d0	X	-64	 -8	 -8	-64	-64	 -8	-64	-64	 -8
0x0042	0x0030	O	  7	-64	  7	  9	-64	-64	-64	  7	  7
0x0085	0x0150	O	-64	  0	-64	 -8	-64	 -8	-64	-64	-64
0x0005	0x00d0	X	-64	  9	-64	 -8	-64	 -8	-64	-64	 -8
0x0005	0x0050	O	-64	  0	-64	 -8	-64	 -8	-64	 -8	 -8
0x0083	0x0150	O	-64	-64	  9	 -8	-64	 -8	-64	-64	-64
0x000b	0x0150	O	-64	-64	  9	-64	-64	 -8	-64	  9	-64
0x0023	0x00d0	O	-64	-64	  9	 -8	-64	-64	-64	-64	  9
0x0003	0x00d0	X	-64	-64	  9	 -8	-64	 -8	-64	-64	 -8
0x0001	0x0050	X	-64	 -8	  0	 -6	-64	 -6	-64	 -8	 -4
0x0101	0x00b0	X	-64	 -8	 -8	 -8	-64	-64	 -8	-64	-64
0x0101	0x0070	X	-64	 -8	 -8	 -8	-64	-64	-64	 -8	-64
0x0101	0x0030	O	-64	  7	  7	  9	-64	-64	  7	  7	-64
0x0081	0x0130	X	-64	 -8	 -8	 -8	-64	-64	 -8	-64	-64
0x0181	0x0070	O	-64	  7	  9	  9	-64	-64	-64	-64	-64
0x0081	0x0030	O	-64	  0	  7	  9	-64	-64	  7	-64	  7
0x00c1	0x0130	O	-64	 -8	  9	  9	-64	-64	-64	-64	-64
0x0041	0x00b0	X	-64	 -8	 -8	  9	-64	-64	-64	-64	 -8
0x0009	0x0130	X	-64	 -8	  7	-64	-64	-64	  9	  7	-64
0x0001	0x0140	X	-64	 -8	 -8	 -8	 -8	 -8	-64	 -6	-64
0x0109	0x00f0	X	-64	 -8	 -8	-64	-64	-64	-64	-64	-64
0x0009	0x0070	X	-64	 -8	  0	-64	-64	-64	-64	 -8	 -6
0x0085	0x0130	O	-64	  0	-64	  9	-64	-64	 -8	-64	-64
0x0105	0x00b0	O	-64	  9	-64	  9	-64	-64	 -8	-64	-64
0x0002	0x0090	X	  0	-64	  0	 -4	-64	 -4	  0	-64	  0
0x0045	0x01b0	X	-64	  9	-64	  9	-64	-64	-64	-64	-64
0x0045	0x00b0	O	-64	  9	-64	  9	-64	-64	-64	-64	 -8
0x000d	0x01b0	X	-64	  9	-64	-64	-64	-64	  9	-64	-64
0x000d	0x00b0	O	-64	  9	-64	-64	-64	-64	 -8	-64	 -8
0x0005	0x00b0	X	-64	  9	-64	 -8	-64	-64	 -8	-64	 -8
0x0105	0x0070	O	-64	  7	-64	  9	-64	-64	-64	 -8	-64
0x0085	0x0170	X	-64	  9	-64	  0	-64	-64	-64	-64	-64
0x008d	0x0170	O	-64	  0	-64	-64	-64	-64	-64	-64	-64
0x0048	0x0190	X	  9	 -8	 -8	-64	-64	 -8	-64	-64	-64
0x0005	0x0070	X	-64	  9	-64	  0	-64	-64	-64	  0	 -6
0x0005	0x0030	O	-64	  7	-64	  9	-64	-64	 -8	 -8	 -8
0x000b	0x0130	O	-64	-64	  9	-64	-64	-64	 -8	 -8	-64
0x0043	0x00b0	O	-64	-64	 -8	  9	-64	-64	-64	-64	 -8
0x000b	0x01b0	X	-64	-64	  9	-64	-64	-64	  9	-64	-64
0x000b	0x00b0	O	-64	-64	 -8	-64	-64	-64	 -8	-64	 -8
0x0003	0x00b0	X	-64	-64	  9	  7	-64	-64	  7	-64	 -6
0x0103	0x00f0	X	-64	-64	  9	 -8	-64	-64	-64	-64	-64
0x0103	0x0070	O	-64	-64	  9	  9	-64	-64	-64	 -8	-64
0x008b	0x0170	O	-64	-64	  9	-64	-64	-64	-64	-64	-64
0x000b	0x00f0	X	-64	-64	  9	-64	-64	-64	-64	-64	 -8
0x0003	0x0030	O	-64	-64	  7	  9	-64	-64	 -8	 -8	 -8
0x0001	0x0030	X	-64	 -8	 -8	  0	-64	-64	 -8	 -6	 -4
0x0001	0x0010	O	-64	  0	  0	  0	-64	  0	  0	  0	  0
0x0000	0x0010	X	  0	 -2	  0	 -2	-64	 -2	  0	 -2	  0
0x0100	0x0088	X	 -6	  0	  5	-64	  0	  0	  0	-64	-64
0x0100	0x0048	X	 -6	 -8	 -8	-64	 -8	 -8	-64	 -8	-64
0x0100	0x0018	X	 -8	 -8	 -8	-64	-64	  0	 -8	 -8	-64
0x0100	0x0008	O	 -4	 -4	  0	-64	  0	 -4	  5	  3	-64
0x0180	0x0048	O	  9	  5	  7	-64	  7	  7	-64	-64	-64
0x0080	0x0048	X	 -6	 -8	 -8	-64	 -8	 -8	-64	-64	 -8
0x0180	0x0018	O	 -8	 -8	 -8	-64	-64	  9	  7	-64	-64
0x0080	0x0008	O	 -4	  0	  0	-64	  5	  3	  5	-64	  0
0x0040	0x0108	X	 -6	 -6	 -6	-64	  0	  0	-64	 -4	-64
0x0140	0x00a8	X	 -8	 -8	 -8	-64	  7	-64	-64	-64	-64
0x0140	0x0018	O	 -8	 -8	 -8	-64	-64	  9	-64	  7	-64
0x00c0	0x0018	O	 -8	 -8	 -8	-64	-64	  9	-64	-64	  7
0x0040	0x0018	X	 -8	 -8	 -8	-64	-64	  0	-64	 -8	 -8
0x0020	0x0108	X	  0	 -6	 -4	-64	 -6	-64	  0	 -4	-64
0x0120	0x0088	O	 -8	 -8	  5	-64	  0	-64	 -6	-64	-64
0x0060	0x0188	X	  0	  0	 -6	-64	  0	-64	-64	-64	-64
0x0020	0x0088	X	  0	 -4	 -4	-64	 -6	-64	  0	-64	 -4
0x0120	0x00c8	X	  7	 -8	  9	-64	 -8	-64	-64	-64	-64
0x0120	0x0048	O	  9	 -6	  7	-64	  7	-64	-64	  5	-64
0x00a0	0x0048	O	  9	  0	  7	-64	  7	-64	-64	-64	  5
0x0020	0x0048	X	  0	 -8	 -8	-64	 -8	-64	-64	 -8	 -8
0x01a0	0x0058	O	  9	  7	  9	-64	-64	-64	-64	-64	-64
0x00a0	0x0058	X	 -8	 -8	 -8	-64	-64	-64	-64	-64	 -8
0x00e0	0x0118	O	  9	  0	  0	-64	-64	-64	-64	-64	-64
0x0160	0x0098	O	 -8	  9	  7	-64	-64	-64	-64	-64	-64
0x0060	0x0098	X	 -8	  0	 -8	-64	-64	-64	-64	-64	 -8
0x0060	0x0018	O	 -6	  0	  0	-64	-64	-64	-64	  0	  0
0x0030	0x0108	O	  0	  0	  0	-64	-64	-64	  7	  0	-64
0x0010	0x0108	X	  0	  0	 -6	-64	-64	 -6	  0	  0	-64
0x0050	0x0188	X	  0	  0	  9	-64	-64	  7	-64	-64	-64
0x0030	0x0188	X	 -8	 -8	 -8	-64	-64	-64	  0	-64	-64
